sweeps,beta,magnetisation,energy,seed
0,0.1,1,-4,4
1,0.1,0.3475,-0.76,4
2,0.1,0.13,-0.505,4
3,0.1,0.0375,-0.36,4
4,0.1,0.0875,-0.475,4
5,0.1,0.0375,-0.41,4
6,0.1,-0.02375,-0.39,4
7,0.1,0.03875,-0.345,4
8,0.1,-0.00875,-0.4,4
9,0.1,-0.04125,-0.38,4
10,0.1,-0.01625,-0.27,4
