sweeps,magnetisation,seed
0,-0.04125,29
1,-0.0175,29
2,-0.05,29
3,-0.03,29
4,-0.015,29
5,0.01375,29
6,0.0175,29
7,0.00375,29
8,0.025,29
9,0.0725,29
10,0.065,29
