sweeps,beta,magnetisation,energy,G,seed
0,0.38,1,-4,1,42
1,0.38,0.92875,-3.52,0.8875,42
2,0.38,0.88875,-3.29,0.815,42
3,0.38,0.8175,-2.965,0.7375,42
4,0.38,0.7775,-2.825,0.71,42
5,0.38,0.735,-2.7,0.6725,42
6,0.38,0.70625,-2.615,0.65,42
7,0.38,0.72625,-2.655,0.6675,42
8,0.38,0.68375,-2.51,0.615,42
9,0.38,0.63125,-2.365,0.5825,42
10,0.38,0.60875,-2.335,0.5825,42
11,0.38,0.625,-2.395,0.6,42
12,0.38,0.57375,-2.23,0.5625,42
13,0.38,0.5775,-2.3,0.5875,42
14,0.38,0.5625,-2.25,0.5525,42
15,0.38,0.565,-2.405,0.6,42
16,0.38,0.5175,-2.345,0.5725,42
17,0.38,0.52,-2.32,0.57,42
18,0.38,0.51875,-2.32,0.585,42
19,0.38,0.4425,-2.19,0.54,42
20,0.38,0.41125,-2.105,0.515,42
21,0.38,0.42,-1.97,0.4825,42
22,0.38,0.44,-2.075,0.53,42
23,0.38,0.48,-2.145,0.5325,42
24,0.38,0.45,-2.085,0.5275,42
25,0.38,0.46125,-2.21,0.555,42
26,0.38,0.46625,-2.28,0.5775,42
27,0.38,0.46375,-2.22,0.57,42
28,0.38,0.43875,-2.08,0.51,42
29,0.38,0.44625,-2.055,0.5025,42
30,0.38,0.3775,-2,0.4925,42
31,0.38,0.3475,-2.06,0.5125,42
32,0.38,0.37125,-1.995,0.5075,42
33,0.38,0.38375,-2.085,0.515,42
34,0.38,0.3775,-2.215,0.545,42
35,0.38,0.35125,-2.155,0.5125,42
36,0.38,0.33125,-1.995,0.4775,42
37,0.38,0.335,-1.975,0.4875,42
38,0.38,0.33,-2.08,0.5275,42
39,0.38,0.2725,-2.1,0.535,42
40,0.38,0.31,-2.04,0.525,42
41,0.38,0.27375,-2.085,0.54,42
42,0.38,0.23875,-1.88,0.485,42
43,0.38,0.2725,-2,0.4925,42
44,0.38,0.25,-2.035,0.5025,42
45,0.38,0.29875,-2.15,0.5225,42
46,0.38,0.25625,-2.095,0.5275,42
47,0.38,0.27875,-2.015,0.49,42
48,0.38,0.3025,-2.105,0.5125,42
49,0.38,0.31625,-2.075,0.5175,42
50,0.38,0.30375,-2,0.485,42
