sweeps,beta,magnetisation,energy,G,seed,mVar,eVar
0,0.9,1.0,-4.0,1.0,5,2.9037775133848987e-06,0.0001695121951219515
1,0.9,0.99875,-3.99,0.9975,5,2.9037775133848987e-06,0.0001695121951219515
2,0.9,0.995,-3.96,0.99,5,2.9037775133848987e-06,0.0001695121951219515
3,0.9,0.9975,-3.98,0.995,5,2.9037775133848987e-06,0.0001695121951219515
4,0.9,1.0,-4.0,1.0,5,2.9037775133848987e-06,0.0001695121951219515
5,0.9,0.9975,-3.98,0.995,5,2.9037775133848987e-06,0.0001695121951219515
6,0.9,0.99875,-3.99,0.9975,5,2.9037775133848987e-06,0.0001695121951219515
7,0.9,0.9975,-3.98,0.995,5,2.9037775133848987e-06,0.0001695121951219515
8,0.9,0.99875,-3.99,0.9975,5,2.9037775133848987e-06,0.0001695121951219515
9,0.9,0.9975,-3.98,0.995,5,2.9037775133848987e-06,0.0001695121951219515
10,0.9,0.995,-3.965,0.9925,5,2.9037775133848987e-06,0.0001695121951219515
11,0.9,0.9975,-3.98,0.995,5,2.9037775133848987e-06,0.0001695121951219515
12,0.9,0.9975,-3.98,0.995,5,2.9037775133848987e-06,0.0001695121951219515
13,0.9,0.99625,-3.97,0.9925,5,2.9037775133848987e-06,0.0001695121951219515
14,0.9,0.9975,-3.98,0.995,5,2.9037775133848987e-06,0.0001695121951219515
15,0.9,0.995,-3.96,0.99,5,2.9037775133848987e-06,0.0001695121951219515
16,0.9,1.0,-4.0,1.0,5,2.9037775133848987e-06,0.0001695121951219515
17,0.9,0.99625,-3.97,0.9925,5,2.9037775133848987e-06,0.0001695121951219515
18,0.9,0.99625,-3.97,0.9925,5,2.9037775133848987e-06,0.0001695121951219515
19,0.9,0.9975,-3.98,0.995,5,2.9037775133848987e-06,0.0001695121951219515
20,0.9,0.99875,-3.99,0.9975,5,2.9037775133848987e-06,0.0001695121951219515
21,0.9,1.0,-4.0,1.0,5,2.9037775133848987e-06,0.0001695121951219515
22,0.9,1.0,-4.0,1.0,5,2.9037775133848987e-06,0.0001695121951219515
23,0.9,0.99875,-3.99,0.9975,5,2.9037775133848987e-06,0.0001695121951219515
24,0.9,1.0,-4.0,1.0,5,2.9037775133848987e-06,0.0001695121951219515
25,0.9,1.0,-4.0,1.0,5,2.9037775133848987e-06,0.0001695121951219515
26,0.9,0.99875,-3.99,0.9975,5,2.9037775133848987e-06,0.0001695121951219515
27,0.9,0.9975,-3.98,0.995,5,2.9037775133848987e-06,0.0001695121951219515
28,0.9,0.9975,-3.98,0.995,5,2.9037775133848987e-06,0.0001695121951219515
29,0.9,0.99875,-3.99,0.9975,5,2.9037775133848987e-06,0.0001695121951219515
30,0.9,0.9975,-3.98,0.995,5,2.9037775133848987e-06,0.0001695121951219515
31,0.9,0.9975,-3.98,0.995,5,2.9037775133848987e-06,0.0001695121951219515
32,0.9,0.99875,-3.99,0.9975,5,2.9037775133848987e-06,0.0001695121951219515
33,0.9,1.0,-4.0,1.0,5,2.9037775133848987e-06,0.0001695121951219515
34,0.9,0.9975,-3.98,0.995,5,2.9037775133848987e-06,0.0001695121951219515
35,0.9,1.0,-4.0,1.0,5,2.9037775133848987e-06,0.0001695121951219515
36,0.9,1.0,-4.0,1.0,5,2.9037775133848987e-06,0.0001695121951219515
37,0.9,1.0,-4.0,1.0,5,2.9037775133848987e-06,0.0001695121951219515
38,0.9,1.0,-4.0,1.0,5,2.9037775133848987e-06,0.0001695121951219515
39,0.9,1.0,-4.0,1.0,5,2.9037775133848987e-06,0.0001695121951219515
40,0.9,1.0,-4.0,1.0,5,2.9037775133848987e-06,0.0001695121951219515
41,0.9,0.99875,-3.99,0.9975,5,2.9037775133848987e-06,0.0001695121951219515
42,0.9,0.9975,-3.98,0.995,5,2.9037775133848987e-06,0.0001695121951219515
43,0.9,0.99875,-3.99,0.9975,5,2.9037775133848987e-06,0.0001695121951219515
44,0.9,1.0,-4.0,1.0,5,2.9037775133848987e-06,0.0001695121951219515
45,0.9,0.99875,-3.99,0.9975,5,2.9037775133848987e-06,0.0001695121951219515
46,0.9,0.99625,-3.97,0.9925,5,2.9037775133848987e-06,0.0001695121951219515
47,0.9,0.995,-3.96,0.99,5,2.9037775133848987e-06,0.0001695121951219515
48,0.9,0.995,-3.965,0.9925,5,2.9037775133848987e-06,0.0001695121951219515
49,0.9,0.995,-3.965,0.9925,5,2.9037775133848987e-06,0.0001695121951219515
50,0.9,0.99625,-3.97,0.9925,5,2.9037775133848987e-06,0.0001695121951219515
