sweeps,magnetisation,seed
0,-0.07875,2
1,-0.08875,2
2,0.00375,2
3,-0.02625,2
4,-0.08625,2
5,-0.0975,2
6,-0.11,2
7,-0.06125,2
8,-0.0825,2
9,-0.07,2
10,-0.035,2
