sweeps,magnetisation,seed
0,-1,86
1,-0.78375,86
2,-0.59625,86
3,-0.4125,86
4,-0.32375,86
5,-0.2025,86
6,-0.16375,86
7,-0.10375,86
8,-0.0325,86
9,0.00125,86
10,-0.04625,86
