sweeps,beta,magnetisation,energy,G,seed,mVar,eVar
0,0.55,1.0,-4.0,1.0,18,0.00012843359607376569,0.003799375371802499
1,0.55,0.9825,-3.87,0.97,18,0.00012843359607376569,0.003799375371802499
2,0.55,0.96875,-3.755,0.94,18,0.00012843359607376569,0.003799375371802499
3,0.55,0.965,-3.76,0.9425,18,0.00012843359607376569,0.003799375371802499
4,0.55,0.96375,-3.75,0.94,18,0.00012843359607376569,0.003799375371802499
5,0.55,0.97125,-3.79,0.9475,18,0.00012843359607376569,0.003799375371802499
6,0.55,0.9675,-3.78,0.9425,18,0.00012843359607376569,0.003799375371802499
7,0.55,0.97125,-3.785,0.945,18,0.00012843359607376569,0.003799375371802499
8,0.55,0.97625,-3.83,0.9575,18,0.00012843359607376569,0.003799375371802499
9,0.55,0.94125,-3.615,0.9,18,0.00012843359607376569,0.003799375371802499
10,0.55,0.92625,-3.57,0.8875,18,0.00012843359607376569,0.003799375371802499
11,0.55,0.94,-3.62,0.9,18,0.00012843359607376569,0.003799375371802499
12,0.55,0.95,-3.7,0.9275,18,0.00012843359607376569,0.003799375371802499
13,0.55,0.95625,-3.74,0.9325,18,0.00012843359607376569,0.003799375371802499
14,0.55,0.96,-3.74,0.935,18,0.00012843359607376569,0.003799375371802499
15,0.55,0.9525,-3.715,0.925,18,0.00012843359607376569,0.003799375371802499
16,0.55,0.955,-3.705,0.9275,18,0.00012843359607376569,0.003799375371802499
17,0.55,0.93375,-3.58,0.8975,18,0.00012843359607376569,0.003799375371802499
18,0.55,0.94125,-3.635,0.905,18,0.00012843359607376569,0.003799375371802499
19,0.55,0.93,-3.625,0.9075,18,0.00012843359607376569,0.003799375371802499
20,0.55,0.95125,-3.7,0.925,18,0.00012843359607376569,0.003799375371802499
21,0.55,0.945,-3.65,0.9075,18,0.00012843359607376569,0.003799375371802499
22,0.55,0.94625,-3.64,0.91,18,0.00012843359607376569,0.003799375371802499
23,0.55,0.94625,-3.665,0.9225,18,0.00012843359607376569,0.003799375371802499
24,0.55,0.94625,-3.62,0.905,18,0.00012843359607376569,0.003799375371802499
25,0.55,0.96375,-3.75,0.94,18,0.00012843359607376569,0.003799375371802499
26,0.55,0.9625,-3.73,0.9325,18,0.00012843359607376569,0.003799375371802499
27,0.55,0.96,-3.7,0.9225,18,0.00012843359607376569,0.003799375371802499
28,0.55,0.95625,-3.7,0.93,18,0.00012843359607376569,0.003799375371802499
29,0.55,0.9475,-3.65,0.9175,18,0.00012843359607376569,0.003799375371802499
30,0.55,0.94625,-3.64,0.9125,18,0.00012843359607376569,0.003799375371802499
31,0.55,0.95625,-3.7,0.9275,18,0.00012843359607376569,0.003799375371802499
32,0.55,0.93875,-3.615,0.9025,18,0.00012843359607376569,0.003799375371802499
33,0.55,0.94875,-3.65,0.9075,18,0.00012843359607376569,0.003799375371802499
34,0.55,0.96,-3.735,0.935,18,0.00012843359607376569,0.003799375371802499
35,0.55,0.965,-3.76,0.935,18,0.00012843359607376569,0.003799375371802499
36,0.55,0.95375,-3.68,0.9225,18,0.00012843359607376569,0.003799375371802499
37,0.55,0.94875,-3.655,0.915,18,0.00012843359607376569,0.003799375371802499
38,0.55,0.95875,-3.7,0.9225,18,0.00012843359607376569,0.003799375371802499
39,0.55,0.97,-3.785,0.945,18,0.00012843359607376569,0.003799375371802499
40,0.55,0.95875,-3.72,0.9275,18,0.00012843359607376569,0.003799375371802499
41,0.55,0.9625,-3.745,0.94,18,0.00012843359607376569,0.003799375371802499
42,0.55,0.9625,-3.75,0.9375,18,0.00012843359607376569,0.003799375371802499
43,0.55,0.96375,-3.74,0.9325,18,0.00012843359607376569,0.003799375371802499
44,0.55,0.9825,-3.875,0.97,18,0.00012843359607376569,0.003799375371802499
45,0.55,0.9575,-3.73,0.9325,18,0.00012843359607376569,0.003799375371802499
46,0.55,0.96625,-3.765,0.9425,18,0.00012843359607376569,0.003799375371802499
47,0.55,0.95375,-3.725,0.9275,18,0.00012843359607376569,0.003799375371802499
48,0.55,0.9675,-3.775,0.94,18,0.00012843359607376569,0.003799375371802499
49,0.55,0.96875,-3.785,0.9425,18,0.00012843359607376569,0.003799375371802499
50,0.55,0.96625,-3.74,0.935,18,0.00012843359607376569,0.003799375371802499
