sweeps,magnetisation,seed
0,-1,73
1,-0.7175,73
2,-0.48375,73
3,-0.37875,73
4,-0.31125,73
5,-0.1775,73
6,-0.16875,73
7,-0.11875,73
8,-0.095,73
9,-0.07125,73
10,-0.0325,73
