sweeps,beta,magnetisation,energy,seed
0,0.1,1,-4,2
1,0.1,0.37125,-0.86,2
2,0.1,0.15,-0.515,2
3,0.1,0.03375,-0.335,2
4,0.1,-0.04875,-0.395,2
5,0.1,-0.0175,-0.42,2
6,0.1,0.00875,-0.39,2
7,0.1,-0.02625,-0.32,2
8,0.1,-0.015,-0.535,2
9,0.1,0.045,-0.4,2
10,0.1,-0.0475,-0.285,2
