sweeps,beta,magnetisation,energy,seed
0,0.1,1,-4,7
1,0.1,0.3725,-0.85,7
2,0.1,0.1275,-0.57,7
3,0.1,0.00625,-0.52,7
4,0.1,-0.01375,-0.535,7
5,0.1,-0.00125,-0.42,7
6,0.1,0.0125,-0.39,7
7,0.1,-0.0025,-0.46,7
8,0.1,0.0375,-0.425,7
9,0.1,-0.02625,-0.36,7
10,0.1,-0.0175,-0.475,7
