sweeps,beta,magnetisation,energy,seed
0,0.1,1,-4,9
1,0.1,0.385,-0.965,9
2,0.1,0.115,-0.365,9
3,0.1,0.075,-0.38,9
4,0.1,0.00875,-0.405,9
5,0.1,0.00375,-0.365,9
6,0.1,-0.01,-0.45,9
7,0.1,-0.04375,-0.36,9
8,0.1,-0.01875,-0.425,9
9,0.1,-0.0325,-0.48,9
10,0.1,-0.0375,-0.34,9
