sweeps,beta,magnetisation,energy,G,seed
0,0.41,1,-4,1,42
1,0.41,0.9375,-3.555,0.8875,42
2,0.41,0.8975,-3.35,0.8325,42
3,0.41,0.8575,-3.155,0.79,42
4,0.41,0.83,-3.065,0.7625,42
5,0.41,0.82375,-2.915,0.7125,42
6,0.41,0.79625,-2.835,0.7025,42
7,0.41,0.7475,-2.695,0.67,42
8,0.41,0.74875,-2.745,0.69,42
9,0.41,0.67375,-2.445,0.6225,42
10,0.41,0.675,-2.515,0.63,42
11,0.41,0.6375,-2.46,0.605,42
12,0.41,0.6,-2.38,0.5775,42
13,0.41,0.58,-2.415,0.605,42
14,0.41,0.57625,-2.5,0.6175,42
15,0.41,0.575,-2.58,0.66,42
16,0.41,0.565,-2.545,0.6525,42
17,0.41,0.56625,-2.6,0.6625,42
18,0.41,0.5375,-2.575,0.645,42
19,0.41,0.55,-2.64,0.6775,42
20,0.41,0.545,-2.69,0.675,42
21,0.41,0.52875,-2.63,0.68,42
22,0.41,0.525,-2.615,0.67,42
23,0.41,0.51875,-2.67,0.68,42
24,0.41,0.5175,-2.67,0.68,42
25,0.41,0.49875,-2.71,0.7025,42
26,0.41,0.5025,-2.63,0.6675,42
27,0.41,0.46125,-2.36,0.59,42
28,0.41,0.47375,-2.46,0.6025,42
29,0.41,0.4625,-2.565,0.6475,42
30,0.41,0.43875,-2.57,0.6475,42
31,0.41,0.4275,-2.515,0.635,42
32,0.41,0.3675,-2.445,0.6125,42
33,0.41,0.33625,-2.395,0.595,42
34,0.41,0.32875,-2.45,0.6325,42
35,0.41,0.34,-2.48,0.6175,42
36,0.41,0.32625,-2.315,0.5725,42
37,0.41,0.3025,-2.32,0.5775,42
38,0.41,0.285,-2.375,0.5825,42
39,0.41,0.26125,-2.245,0.5575,42
40,0.41,0.29125,-2.155,0.535,42
41,0.41,0.27625,-2.165,0.535,42
42,0.41,0.31,-2.14,0.525,42
43,0.41,0.31375,-2.16,0.555,42
44,0.41,0.3425,-2.19,0.55,42
45,0.41,0.31125,-2.095,0.5275,42
46,0.41,0.33,-2.23,0.5375,42
47,0.41,0.31,-2.275,0.5775,42
48,0.41,0.3225,-2.225,0.56,42
49,0.41,0.2875,-2.235,0.575,42
50,0.41,0.28875,-2.305,0.5725,42
