sweeps,magnetisation,seed
0,-1,58
1,-0.7625,58
2,-0.555,58
3,-0.3625,58
4,-0.31,58
5,-0.24125,58
6,-0.1775,58
7,-0.135,58
8,-0.0575,58
9,0,58
10,-0.05125,58
