sweeps,magnetisation,seed
0,-1,53
1,-0.745,53
2,-0.54625,53
3,-0.41875,53
4,-0.31875,53
5,-0.28125,53
6,-0.2225,53
7,-0.19,53
8,-0.2075,53
9,-0.195,53
10,-0.23125,53
