sweeps,magnetisation,seed
0,-1,34
1,-0.715,34
2,-0.585,34
3,-0.41,34
4,-0.32125,34
5,-0.19625,34
6,-0.1825,34
7,-0.165,34
8,-0.09,34
9,-0.035,34
10,-0.02375,34
