sweeps,beta,magnetisation,energy,seed
0,0.1,1,-4,6
1,0.1,0.35,-0.82,6
2,0.1,0.1325,-0.495,6
3,0.1,0.01,-0.39,6
4,0.1,0.00125,-0.41,6
5,0.1,-0.01,-0.36,6
6,0.1,-0.0325,-0.345,6
7,0.1,-0.03875,-0.445,6
8,0.1,-0.04375,-0.355,6
9,0.1,-0.00375,-0.38,6
10,0.1,-0.00375,-0.47,6
