sweeps,beta,magnetisation,energy,G,seed,mVar,eVar
0,0.8,1.0,-4.0,1.0,11,8.902810826888808e-06,0.0003775728732897104
1,0.8,0.99875,-3.99,0.9975,11,8.902810826888808e-06,0.0003775728732897104
2,0.8,0.9975,-3.98,0.995,11,8.902810826888808e-06,0.0003775728732897104
3,0.8,0.9975,-3.98,0.995,11,8.902810826888808e-06,0.0003775728732897104
4,0.8,0.99125,-3.93,0.9825,11,8.902810826888808e-06,0.0003775728732897104
5,0.8,0.98875,-3.925,0.9825,11,8.902810826888808e-06,0.0003775728732897104
6,0.8,0.995,-3.96,0.99,11,8.902810826888808e-06,0.0003775728732897104
7,0.8,0.99625,-3.97,0.9925,11,8.902810826888808e-06,0.0003775728732897104
8,0.8,1.0,-4.0,1.0,11,8.902810826888808e-06,0.0003775728732897104
9,0.8,0.9975,-3.98,0.995,11,8.902810826888808e-06,0.0003775728732897104
10,0.8,0.9975,-3.98,0.995,11,8.902810826888808e-06,0.0003775728732897104
11,0.8,0.995,-3.96,0.99,11,8.902810826888808e-06,0.0003775728732897104
12,0.8,0.995,-3.96,0.99,11,8.902810826888808e-06,0.0003775728732897104
13,0.8,0.995,-3.96,0.99,11,8.902810826888808e-06,0.0003775728732897104
14,0.8,0.99625,-3.97,0.9925,11,8.902810826888808e-06,0.0003775728732897104
15,0.8,0.99625,-3.97,0.9925,11,8.902810826888808e-06,0.0003775728732897104
16,0.8,0.995,-3.96,0.99,11,8.902810826888808e-06,0.0003775728732897104
17,0.8,0.99875,-3.99,0.9975,11,8.902810826888808e-06,0.0003775728732897104
18,0.8,0.9975,-3.98,0.995,11,8.902810826888808e-06,0.0003775728732897104
19,0.8,0.99125,-3.94,0.985,11,8.902810826888808e-06,0.0003775728732897104
20,0.8,0.9925,-3.94,0.985,11,8.902810826888808e-06,0.0003775728732897104
21,0.8,0.9975,-3.98,0.995,11,8.902810826888808e-06,0.0003775728732897104
22,0.8,0.9975,-3.98,0.995,11,8.902810826888808e-06,0.0003775728732897104
23,0.8,0.99875,-3.99,0.9975,11,8.902810826888808e-06,0.0003775728732897104
24,0.8,0.9975,-3.98,0.995,11,8.902810826888808e-06,0.0003775728732897104
25,0.8,0.99375,-3.955,0.99,11,8.902810826888808e-06,0.0003775728732897104
26,0.8,0.995,-3.96,0.99,11,8.902810826888808e-06,0.0003775728732897104
27,0.8,0.99875,-3.99,0.9975,11,8.902810826888808e-06,0.0003775728732897104
28,0.8,0.99875,-3.99,0.9975,11,8.902810826888808e-06,0.0003775728732897104
29,0.8,0.99875,-3.99,0.9975,11,8.902810826888808e-06,0.0003775728732897104
30,0.8,0.995,-3.96,0.99,11,8.902810826888808e-06,0.0003775728732897104
31,0.8,0.9975,-3.98,0.995,11,8.902810826888808e-06,0.0003775728732897104
32,0.8,0.99625,-3.97,0.9925,11,8.902810826888808e-06,0.0003775728732897104
33,0.8,0.9975,-3.98,0.995,11,8.902810826888808e-06,0.0003775728732897104
34,0.8,1.0,-4.0,1.0,11,8.902810826888808e-06,0.0003775728732897104
35,0.8,0.99875,-3.99,0.9975,11,8.902810826888808e-06,0.0003775728732897104
36,0.8,0.99375,-3.95,0.9875,11,8.902810826888808e-06,0.0003775728732897104
37,0.8,0.9925,-3.945,0.985,11,8.902810826888808e-06,0.0003775728732897104
38,0.8,0.99,-3.925,0.9825,11,8.902810826888808e-06,0.0003775728732897104
39,0.8,0.9925,-3.955,0.9875,11,8.902810826888808e-06,0.0003775728732897104
40,0.8,0.99,-3.95,0.985,11,8.902810826888808e-06,0.0003775728732897104
41,0.8,0.98875,-3.93,0.9825,11,8.902810826888808e-06,0.0003775728732897104
42,0.8,0.99,-3.925,0.98,11,8.902810826888808e-06,0.0003775728732897104
43,0.8,0.99375,-3.96,0.99,11,8.902810826888808e-06,0.0003775728732897104
44,0.8,0.9925,-3.95,0.9875,11,8.902810826888808e-06,0.0003775728732897104
45,0.8,0.99375,-3.96,0.9925,11,8.902810826888808e-06,0.0003775728732897104
46,0.8,0.99125,-3.94,0.9875,11,8.902810826888808e-06,0.0003775728732897104
47,0.8,0.99375,-3.955,0.99,11,8.902810826888808e-06,0.0003775728732897104
48,0.8,0.99375,-3.955,0.9875,11,8.902810826888808e-06,0.0003775728732897104
49,0.8,0.9925,-3.955,0.9875,11,8.902810826888808e-06,0.0003775728732897104
50,0.8,0.99,-3.935,0.98,11,8.902810826888808e-06,0.0003775728732897104
