sweeps,beta,magnetisation,energy,G,seed
0,0.440529,1,-4,1,30
1,0.440529,0.95,-3.64,0.915,30
2,0.440529,0.92125,-3.47,0.8775,30
3,0.440529,0.93375,-3.54,0.8775,30
4,0.440529,0.905,-3.395,0.845,30
5,0.440529,0.87625,-3.25,0.8225,30
6,0.440529,0.8325,-3.115,0.7825,30
7,0.440529,0.84375,-3.115,0.7825,30
8,0.440529,0.83375,-3.05,0.775,30
9,0.440529,0.85,-3.17,0.8025,30
10,0.440529,0.8425,-3.21,0.795,30
11,0.440529,0.835,-3.185,0.7975,30
12,0.440529,0.80875,-3.14,0.7925,30
13,0.440529,0.81,-3.1,0.775,30
14,0.440529,0.8325,-3.235,0.8125,30
15,0.440529,0.81375,-3.16,0.7875,30
16,0.440529,0.82375,-3.165,0.8,30
17,0.440529,0.83,-3.145,0.7875,30
18,0.440529,0.8075,-3,0.7575,30
19,0.440529,0.78875,-2.865,0.7,30
20,0.440529,0.765,-2.91,0.72,30
21,0.440529,0.77375,-2.92,0.7175,30
22,0.440529,0.80375,-2.98,0.74,30
23,0.440529,0.81,-3.03,0.7475,30
24,0.440529,0.79625,-3.1,0.7775,30
25,0.440529,0.79125,-3.04,0.7725,30
26,0.440529,0.77625,-2.965,0.7475,30
27,0.440529,0.76125,-2.96,0.745,30
28,0.440529,0.7625,-3.005,0.7475,30
29,0.440529,0.76875,-2.985,0.7375,30
30,0.440529,0.7675,-2.94,0.745,30
31,0.440529,0.7625,-2.945,0.76,30
32,0.440529,0.77,-2.96,0.75,30
33,0.440529,0.77125,-2.93,0.7375,30
34,0.440529,0.79375,-3.05,0.77,30
35,0.440529,0.755,-2.94,0.73,30
36,0.440529,0.73375,-2.95,0.7275,30
37,0.440529,0.7275,-2.99,0.73,30
38,0.440529,0.73375,-2.935,0.735,30
39,0.440529,0.7475,-2.995,0.74,30
40,0.440529,0.74125,-2.98,0.7425,30
41,0.440529,0.77,-3.025,0.7575,30
42,0.440529,0.76125,-2.99,0.7525,30
43,0.440529,0.77625,-2.965,0.7475,30
44,0.440529,0.7725,-2.99,0.755,30
45,0.440529,0.7775,-2.995,0.76,30
46,0.440529,0.785,-2.975,0.7625,30
47,0.440529,0.81375,-3.165,0.8025,30
48,0.440529,0.78375,-3.07,0.77,30
49,0.440529,0.775,-3.03,0.755,30
50,0.440529,0.78375,-3,0.755,30
