sweeps,beta,magnetisation,energy,G,seed,mVar,eVar
0,0.35,1.0,-4.0,1.0,34,0.023039102468768585,0.020377126710291488
1,0.35,0.88875,-3.255,0.81,34,0.023039102468768585,0.020377126710291488
2,0.35,0.795,-2.865,0.72,34,0.023039102468768585,0.020377126710291488
3,0.35,0.73625,-2.605,0.6525,34,0.023039102468768585,0.020377126710291488
4,0.35,0.67875,-2.435,0.6075,34,0.023039102468768585,0.020377126710291488
5,0.35,0.625,-2.225,0.5675,34,0.023039102468768585,0.020377126710291488
6,0.35,0.58125,-2.14,0.5275,34,0.023039102468768585,0.020377126710291488
7,0.35,0.555,-2.065,0.53,34,0.023039102468768585,0.020377126710291488
8,0.35,0.5075,-1.97,0.52,34,0.023039102468768585,0.020377126710291488
9,0.35,0.46,-1.965,0.485,34,0.023039102468768585,0.020377126710291488
10,0.35,0.44625,-1.91,0.49,34,0.023039102468768585,0.020377126710291488
11,0.35,0.47125,-1.96,0.48,34,0.023039102468768585,0.020377126710291488
12,0.35,0.4325,-1.975,0.49,34,0.023039102468768585,0.020377126710291488
13,0.35,0.49625,-2.175,0.52,34,0.023039102468768585,0.020377126710291488
14,0.35,0.47625,-2.075,0.525,34,0.023039102468768585,0.020377126710291488
15,0.35,0.4025,-1.945,0.485,34,0.023039102468768585,0.020377126710291488
16,0.35,0.4,-1.9,0.4675,34,0.023039102468768585,0.020377126710291488
17,0.35,0.3525,-1.835,0.465,34,0.023039102468768585,0.020377126710291488
18,0.35,0.36,-1.795,0.4425,34,0.023039102468768585,0.020377126710291488
19,0.35,0.34625,-1.75,0.4425,34,0.023039102468768585,0.020377126710291488
20,0.35,0.31625,-1.75,0.4425,34,0.023039102468768585,0.020377126710291488
21,0.35,0.26875,-1.62,0.4025,34,0.023039102468768585,0.020377126710291488
22,0.35,0.19,-1.705,0.425,34,0.023039102468768585,0.020377126710291488
23,0.35,0.15875,-1.615,0.39,34,0.023039102468768585,0.020377126710291488
24,0.35,0.20375,-1.69,0.405,34,0.023039102468768585,0.020377126710291488
25,0.35,0.1575,-1.67,0.4175,34,0.023039102468768585,0.020377126710291488
26,0.35,0.18875,-1.67,0.415,34,0.023039102468768585,0.020377126710291488
27,0.35,0.21,-1.645,0.4025,34,0.023039102468768585,0.020377126710291488
28,0.35,0.18,-1.725,0.4475,34,0.023039102468768585,0.020377126710291488
29,0.35,0.19375,-1.755,0.4425,34,0.023039102468768585,0.020377126710291488
30,0.35,0.14875,-1.62,0.395,34,0.023039102468768585,0.020377126710291488
31,0.35,0.13,-1.64,0.3825,34,0.023039102468768585,0.020377126710291488
32,0.35,0.15125,-1.61,0.3775,34,0.023039102468768585,0.020377126710291488
33,0.35,0.135,-1.575,0.405,34,0.023039102468768585,0.020377126710291488
34,0.35,0.12125,-1.575,0.3775,34,0.023039102468768585,0.020377126710291488
35,0.35,0.09625,-1.595,0.385,34,0.023039102468768585,0.020377126710291488
36,0.35,0.10625,-1.575,0.3625,34,0.023039102468768585,0.020377126710291488
37,0.35,0.1075,-1.685,0.4,34,0.023039102468768585,0.020377126710291488
38,0.35,0.1225,-1.57,0.42,34,0.023039102468768585,0.020377126710291488
39,0.35,0.11125,-1.6,0.365,34,0.023039102468768585,0.020377126710291488
40,0.35,0.11,-1.6,0.4075,34,0.023039102468768585,0.020377126710291488
41,0.35,0.08625,-1.69,0.445,34,0.023039102468768585,0.020377126710291488
42,0.35,0.05875,-1.78,0.445,34,0.023039102468768585,0.020377126710291488
43,0.35,0.0425,-1.735,0.4425,34,0.023039102468768585,0.020377126710291488
44,0.35,0.01,-1.77,0.46,34,0.023039102468768585,0.020377126710291488
45,0.35,0.0375,-1.55,0.395,34,0.023039102468768585,0.020377126710291488
46,0.35,0.06625,-1.795,0.445,34,0.023039102468768585,0.020377126710291488
47,0.35,0.00875,-1.66,0.4,34,0.023039102468768585,0.020377126710291488
48,0.35,-0.0025,-1.8,0.435,34,0.023039102468768585,0.020377126710291488
49,0.35,-0.05,-1.765,0.425,34,0.023039102468768585,0.020377126710291488
50,0.35,-0.0725,-1.72,0.445,34,0.023039102468768585,0.020377126710291488
