sweeps,beta,magnetisation,energy,G,seed,mVar,eVar
0,0.65,1.0,-4.0,1.0,19,3.711518441403931e-05,0.0014875669244497323
1,0.65,0.9925,-3.94,0.985,19,3.711518441403931e-05,0.0014875669244497323
2,0.65,0.98375,-3.88,0.97,19,3.711518441403931e-05,0.0014875669244497323
3,0.65,0.98375,-3.895,0.9725,19,3.711518441403931e-05,0.0014875669244497323
4,0.65,0.98125,-3.895,0.97,19,3.711518441403931e-05,0.0014875669244497323
5,0.65,0.98125,-3.885,0.975,19,3.711518441403931e-05,0.0014875669244497323
6,0.65,0.985,-3.89,0.975,19,3.711518441403931e-05,0.0014875669244497323
7,0.65,0.98,-3.845,0.9625,19,3.711518441403931e-05,0.0014875669244497323
8,0.65,0.9825,-3.86,0.965,19,3.711518441403931e-05,0.0014875669244497323
9,0.65,0.97625,-3.84,0.965,19,3.711518441403931e-05,0.0014875669244497323
10,0.65,0.99375,-3.96,0.99,19,3.711518441403931e-05,0.0014875669244497323
11,0.65,0.995,-3.96,0.99,19,3.711518441403931e-05,0.0014875669244497323
12,0.65,0.9825,-3.875,0.97,19,3.711518441403931e-05,0.0014875669244497323
13,0.65,0.9775,-3.85,0.9625,19,3.711518441403931e-05,0.0014875669244497323
14,0.65,0.98625,-3.895,0.975,19,3.711518441403931e-05,0.0014875669244497323
15,0.65,0.98125,-3.865,0.965,19,3.711518441403931e-05,0.0014875669244497323
16,0.65,0.98625,-3.915,0.98,19,3.711518441403931e-05,0.0014875669244497323
17,0.65,0.9825,-3.895,0.975,19,3.711518441403931e-05,0.0014875669244497323
18,0.65,0.97125,-3.87,0.97,19,3.711518441403931e-05,0.0014875669244497323
19,0.65,0.97625,-3.88,0.9725,19,3.711518441403931e-05,0.0014875669244497323
20,0.65,0.9725,-3.83,0.9625,19,3.711518441403931e-05,0.0014875669244497323
21,0.65,0.9725,-3.85,0.965,19,3.711518441403931e-05,0.0014875669244497323
22,0.65,0.97875,-3.865,0.9675,19,3.711518441403931e-05,0.0014875669244497323
23,0.65,0.98375,-3.88,0.9675,19,3.711518441403931e-05,0.0014875669244497323
24,0.65,0.98625,-3.905,0.975,19,3.711518441403931e-05,0.0014875669244497323
25,0.65,0.98125,-3.875,0.9675,19,3.711518441403931e-05,0.0014875669244497323
26,0.65,0.97625,-3.835,0.9575,19,3.711518441403931e-05,0.0014875669244497323
27,0.65,0.98,-3.86,0.965,19,3.711518441403931e-05,0.0014875669244497323
28,0.65,0.98625,-3.89,0.9725,19,3.711518441403931e-05,0.0014875669244497323
29,0.65,0.98125,-3.855,0.965,19,3.711518441403931e-05,0.0014875669244497323
30,0.65,0.97125,-3.8,0.95,19,3.711518441403931e-05,0.0014875669244497323
31,0.65,0.9825,-3.87,0.9675,19,3.711518441403931e-05,0.0014875669244497323
32,0.65,0.985,-3.89,0.975,19,3.711518441403931e-05,0.0014875669244497323
33,0.65,0.995,-3.96,0.99,19,3.711518441403931e-05,0.0014875669244497323
34,0.65,0.985,-3.89,0.9725,19,3.711518441403931e-05,0.0014875669244497323
35,0.65,0.985,-3.88,0.97,19,3.711518441403931e-05,0.0014875669244497323
36,0.65,0.9775,-3.845,0.96,19,3.711518441403931e-05,0.0014875669244497323
37,0.65,0.98,-3.855,0.9625,19,3.711518441403931e-05,0.0014875669244497323
38,0.65,0.98,-3.86,0.9675,19,3.711518441403931e-05,0.0014875669244497323
39,0.65,0.99,-3.92,0.98,19,3.711518441403931e-05,0.0014875669244497323
40,0.65,0.9875,-3.91,0.975,19,3.711518441403931e-05,0.0014875669244497323
41,0.65,0.98125,-3.855,0.9625,19,3.711518441403931e-05,0.0014875669244497323
42,0.65,0.97625,-3.83,0.955,19,3.711518441403931e-05,0.0014875669244497323
43,0.65,0.9725,-3.8,0.9475,19,3.711518441403931e-05,0.0014875669244497323
44,0.65,0.97375,-3.82,0.9525,19,3.711518441403931e-05,0.0014875669244497323
45,0.65,0.97125,-3.79,0.9525,19,3.711518441403931e-05,0.0014875669244497323
46,0.65,0.9825,-3.87,0.9675,19,3.711518441403931e-05,0.0014875669244497323
47,0.65,0.9775,-3.85,0.96,19,3.711518441403931e-05,0.0014875669244497323
48,0.65,0.9825,-3.865,0.9675,19,3.711518441403931e-05,0.0014875669244497323
49,0.65,0.98125,-3.875,0.97,19,3.711518441403931e-05,0.0014875669244497323
50,0.65,0.98,-3.845,0.96,19,3.711518441403931e-05,0.0014875669244497323
