sweeps,beta,magnetisation,energy,G,seed,mVar,eVar
0,0.45,1.0,-4.0,1.0,14,0.0006765150951814394,0.009492682926829274
1,0.45,0.96875,-3.79,0.945,14,0.0006765150951814394,0.009492682926829274
2,0.45,0.935,-3.57,0.8925,14,0.0006765150951814394,0.009492682926829274
3,0.45,0.90875,-3.415,0.8525,14,0.0006765150951814394,0.009492682926829274
4,0.45,0.875,-3.24,0.81,14,0.0006765150951814394,0.009492682926829274
5,0.45,0.86125,-3.15,0.7875,14,0.0006765150951814394,0.009492682926829274
6,0.45,0.83125,-3.105,0.78,14,0.0006765150951814394,0.009492682926829274
7,0.45,0.80625,-3.01,0.76,14,0.0006765150951814394,0.009492682926829274
8,0.45,0.82,-3.13,0.77,14,0.0006765150951814394,0.009492682926829274
9,0.45,0.825,-3.17,0.795,14,0.0006765150951814394,0.009492682926829274
10,0.45,0.85125,-3.175,0.795,14,0.0006765150951814394,0.009492682926829274
11,0.45,0.8475,-3.21,0.8,14,0.0006765150951814394,0.009492682926829274
12,0.45,0.81875,-3.2,0.81,14,0.0006765150951814394,0.009492682926829274
13,0.45,0.80125,-3.095,0.7625,14,0.0006765150951814394,0.009492682926829274
14,0.45,0.8025,-3.03,0.7575,14,0.0006765150951814394,0.009492682926829274
15,0.45,0.81875,-3.115,0.7875,14,0.0006765150951814394,0.009492682926829274
16,0.45,0.85875,-3.2,0.79,14,0.0006765150951814394,0.009492682926829274
17,0.45,0.8825,-3.275,0.815,14,0.0006765150951814394,0.009492682926829274
18,0.45,0.875,-3.305,0.82,14,0.0006765150951814394,0.009492682926829274
19,0.45,0.86375,-3.31,0.8225,14,0.0006765150951814394,0.009492682926829274
20,0.45,0.87,-3.35,0.8325,14,0.0006765150951814394,0.009492682926829274
21,0.45,0.87375,-3.295,0.8225,14,0.0006765150951814394,0.009492682926829274
22,0.45,0.8425,-3.155,0.785,14,0.0006765150951814394,0.009492682926829274
23,0.45,0.8475,-3.21,0.805,14,0.0006765150951814394,0.009492682926829274
24,0.45,0.83625,-3.12,0.7825,14,0.0006765150951814394,0.009492682926829274
25,0.45,0.8625,-3.235,0.8025,14,0.0006765150951814394,0.009492682926829274
26,0.45,0.84875,-3.195,0.795,14,0.0006765150951814394,0.009492682926829274
27,0.45,0.855,-3.195,0.8,14,0.0006765150951814394,0.009492682926829274
28,0.45,0.8525,-3.285,0.8175,14,0.0006765150951814394,0.009492682926829274
29,0.45,0.83625,-3.29,0.8225,14,0.0006765150951814394,0.009492682926829274
30,0.45,0.81625,-3.105,0.7775,14,0.0006765150951814394,0.009492682926829274
31,0.45,0.84125,-3.19,0.8075,14,0.0006765150951814394,0.009492682926829274
32,0.45,0.84125,-3.19,0.795,14,0.0006765150951814394,0.009492682926829274
33,0.45,0.83875,-3.17,0.7825,14,0.0006765150951814394,0.009492682926829274
34,0.45,0.8225,-2.99,0.75,14,0.0006765150951814394,0.009492682926829274
35,0.45,0.7925,-2.96,0.74,14,0.0006765150951814394,0.009492682926829274
36,0.45,0.8,-3.02,0.745,14,0.0006765150951814394,0.009492682926829274
37,0.45,0.8125,-3.025,0.76,14,0.0006765150951814394,0.009492682926829274
38,0.45,0.8475,-3.15,0.775,14,0.0006765150951814394,0.009492682926829274
39,0.45,0.86,-3.23,0.8075,14,0.0006765150951814394,0.009492682926829274
40,0.45,0.87625,-3.265,0.8225,14,0.0006765150951814394,0.009492682926829274
41,0.45,0.86125,-3.21,0.8075,14,0.0006765150951814394,0.009492682926829274
42,0.45,0.85625,-3.15,0.785,14,0.0006765150951814394,0.009492682926829274
43,0.45,0.86125,-3.15,0.7825,14,0.0006765150951814394,0.009492682926829274
44,0.45,0.83375,-3.07,0.7725,14,0.0006765150951814394,0.009492682926829274
45,0.45,0.82875,-3.15,0.795,14,0.0006765150951814394,0.009492682926829274
46,0.45,0.82875,-3.18,0.7875,14,0.0006765150951814394,0.009492682926829274
47,0.45,0.8325,-3.205,0.7875,14,0.0006765150951814394,0.009492682926829274
48,0.45,0.81125,-3.09,0.77,14,0.0006765150951814394,0.009492682926829274
49,0.45,0.77125,-2.925,0.725,14,0.0006765150951814394,0.009492682926829274
50,0.45,0.79,-3.095,0.79,14,0.0006765150951814394,0.009492682926829274
