sweeps,beta,magnetisation,energy,G,seed
0,0.39,1,-4,1,39
1,0.39,0.92875,-3.505,0.875,39
2,0.39,0.89875,-3.385,0.8425,39
3,0.39,0.85125,-3.155,0.7825,39
4,0.39,0.7825,-2.805,0.7,39
5,0.39,0.75,-2.605,0.6375,39
6,0.39,0.74125,-2.77,0.7025,39
7,0.39,0.7,-2.58,0.6525,39
8,0.39,0.67875,-2.66,0.6575,39
9,0.39,0.65,-2.49,0.625,39
10,0.39,0.6175,-2.39,0.61,39
11,0.39,0.6375,-2.48,0.6075,39
12,0.39,0.62125,-2.42,0.595,39
13,0.39,0.5775,-2.355,0.6,39
14,0.39,0.5675,-2.245,0.56,39
15,0.39,0.53625,-2.165,0.5425,39
16,0.39,0.55875,-2.28,0.5525,39
17,0.39,0.51625,-2.24,0.555,39
18,0.39,0.46875,-2.14,0.535,39
19,0.39,0.43875,-2.215,0.55,39
20,0.39,0.43875,-2.29,0.575,39
21,0.39,0.45,-2.355,0.5825,39
22,0.39,0.45625,-2.235,0.575,39
23,0.39,0.43625,-2.155,0.535,39
24,0.39,0.42375,-2.225,0.5425,39
25,0.39,0.4025,-2.29,0.56,39
26,0.39,0.36875,-2.24,0.5825,39
27,0.39,0.40625,-2.305,0.5575,39
28,0.39,0.3925,-2.23,0.5725,39
29,0.39,0.39875,-2.27,0.555,39
30,0.39,0.39,-2.3,0.57,39
31,0.39,0.41625,-2.185,0.525,39
32,0.39,0.46875,-2.34,0.5925,39
33,0.39,0.45875,-2.27,0.57,39
34,0.39,0.46375,-2.27,0.57,39
35,0.39,0.40875,-2.125,0.53,39
36,0.39,0.4275,-2.215,0.5725,39
37,0.39,0.465,-2.4,0.605,39
38,0.39,0.51875,-2.54,0.635,39
39,0.39,0.5,-2.47,0.625,39
40,0.39,0.48,-2.45,0.63,39
41,0.39,0.47875,-2.52,0.635,39
42,0.39,0.51125,-2.425,0.605,39
43,0.39,0.48125,-2.305,0.5775,39
44,0.39,0.44375,-2.17,0.5475,39
45,0.39,0.43,-2.245,0.57,39
46,0.39,0.42875,-2.27,0.5625,39
47,0.39,0.39375,-2.265,0.5625,39
48,0.39,0.38,-2.175,0.55,39
49,0.39,0.385,-2.255,0.57,39
50,0.39,0.38875,-2.1,0.5125,39
