sweeps,beta,magnetisation,energy,G,seed
0,0.35,1,-4,1,9
1,0.35,0.90125,-3.335,0.8325,9
2,0.35,0.8,-2.78,0.695,9
3,0.35,0.7575,-2.58,0.665,9
4,0.35,0.71125,-2.585,0.6525,9
5,0.35,0.6525,-2.455,0.6175,9
6,0.35,0.62625,-2.33,0.5625,9
7,0.35,0.55375,-2.18,0.53,9
8,0.35,0.49125,-1.99,0.49,9
9,0.35,0.47125,-1.855,0.4675,9
10,0.35,0.485,-1.955,0.495,9
11,0.35,0.48125,-2.06,0.5325,9
12,0.35,0.45125,-1.91,0.465,9
13,0.35,0.44375,-1.9,0.4925,9
14,0.35,0.4825,-2.08,0.53,9
15,0.35,0.48125,-2.02,0.535,9
16,0.35,0.45,-2.115,0.54,9
17,0.35,0.44125,-2,0.495,9
18,0.35,0.45375,-2.02,0.4875,9
19,0.35,0.4475,-2.055,0.505,9
20,0.35,0.47375,-1.995,0.5,9
21,0.35,0.4625,-2.055,0.475,9
22,0.35,0.4225,-1.95,0.4875,9
23,0.35,0.44375,-2.07,0.5575,9
24,0.35,0.4275,-2.005,0.5175,9
25,0.35,0.4375,-2.08,0.51,9
26,0.35,0.39375,-1.985,0.4975,9
27,0.35,0.37375,-1.915,0.5,9
28,0.35,0.3475,-1.795,0.445,9
29,0.35,0.365,-1.88,0.485,9
30,0.35,0.3075,-1.89,0.4675,9
31,0.35,0.35375,-1.935,0.5025,9
32,0.35,0.315,-1.985,0.485,9
33,0.35,0.34,-2.01,0.4925,9
34,0.35,0.3375,-1.94,0.495,9
35,0.35,0.31125,-1.995,0.5175,9
36,0.35,0.3075,-1.995,0.5,9
37,0.35,0.2925,-2.005,0.4875,9
38,0.35,0.23875,-1.905,0.4625,9
39,0.35,0.1975,-1.875,0.465,9
40,0.35,0.23125,-1.925,0.49,9
41,0.35,0.22375,-1.675,0.425,9
42,0.35,0.1775,-1.66,0.4425,9
43,0.35,0.13125,-1.915,0.5075,9
44,0.35,0.0775,-1.89,0.4925,9
45,0.35,0.11,-1.815,0.46,9
46,0.35,0.0675,-1.695,0.4075,9
47,0.35,0.10625,-1.895,0.47,9
48,0.35,0.08875,-1.93,0.4625,9
49,0.35,0.0675,-1.815,0.4725,9
50,0.35,0.02625,-1.83,0.47,9
51,0.35,-0.00125,-1.96,0.4925,9
52,0.35,-0.00375,-1.92,0.4975,9
53,0.35,0.00875,-1.785,0.4375,9
54,0.35,0.0375,-1.785,0.4475,9
55,0.35,-0.01875,-1.665,0.4375,9
56,0.35,0.00375,-1.775,0.46,9
57,0.35,0.01875,-1.815,0.465,9
58,0.35,0.05375,-1.8,0.46,9
59,0.35,0.06625,-1.67,0.435,9
60,0.35,0.05375,-1.795,0.4575,9
61,0.35,0.02375,-1.59,0.3925,9
62,0.35,0.05875,-1.68,0.4175,9
63,0.35,0.10125,-1.94,0.48,9
64,0.35,0.1375,-1.995,0.5,9
65,0.35,0.09625,-1.775,0.4425,9
66,0.35,0.095,-1.855,0.4425,9
67,0.35,0.06625,-1.85,0.4525,9
68,0.35,0.04125,-1.82,0.4525,9
69,0.35,0.08625,-1.725,0.415,9
70,0.35,0.065,-1.73,0.43,9
71,0.35,-0.02625,-1.72,0.43,9
72,0.35,0.0125,-1.83,0.4375,9
73,0.35,0.01875,-1.885,0.4975,9
74,0.35,-0.07375,-1.82,0.4525,9
75,0.35,-0.02875,-1.605,0.4025,9
76,0.35,0.02,-1.7,0.415,9
77,0.35,-0.0575,-1.655,0.425,9
78,0.35,-0.06625,-1.77,0.47,9
79,0.35,-0.07875,-1.685,0.4025,9
80,0.35,-0.04625,-1.77,0.4225,9
81,0.35,-0.0075,-1.72,0.4275,9
82,0.35,-0.01375,-1.825,0.4725,9
83,0.35,0.00125,-1.695,0.4325,9
84,0.35,0.01,-1.725,0.44,9
85,0.35,-0.0075,-1.68,0.4075,9
86,0.35,-0.0075,-1.845,0.4525,9
87,0.35,-0.06375,-1.83,0.4575,9
88,0.35,-0.04375,-1.84,0.44,9
89,0.35,-0.06375,-2.005,0.51,9
90,0.35,-0.0825,-1.79,0.425,9
91,0.35,-0.05625,-1.84,0.45,9
92,0.35,-0.07125,-1.915,0.485,9
93,0.35,-0.02125,-1.815,0.475,9
94,0.35,0.02875,-1.65,0.41,9
95,0.35,0.04625,-1.625,0.4025,9
96,0.35,0.05875,-1.74,0.435,9
97,0.35,0.02125,-1.685,0.4275,9
98,0.35,0.02875,-1.82,0.455,9
99,0.35,0.03,-1.895,0.49,9
100,0.35,0.0125,-1.885,0.455,9
101,0.35,-0.025,-1.8,0.425,9
102,0.35,-0.05375,-1.935,0.495,9
103,0.35,-0.11875,-1.995,0.5125,9
104,0.35,-0.145,-1.92,0.5,9
105,0.35,-0.12625,-1.87,0.4925,9
106,0.35,-0.14125,-1.865,0.44,9
107,0.35,-0.1725,-1.89,0.465,9
108,0.35,-0.1875,-1.87,0.4525,9
109,0.35,-0.19375,-1.835,0.44,9
110,0.35,-0.165,-1.835,0.445,9
111,0.35,-0.1975,-1.81,0.45,9
112,0.35,-0.19125,-1.76,0.435,9
113,0.35,-0.155,-1.745,0.43,9
114,0.35,-0.095,-1.72,0.4375,9
115,0.35,-0.12625,-1.6,0.4125,9
116,0.35,-0.1625,-1.73,0.4275,9
117,0.35,-0.17375,-1.94,0.48,9
118,0.35,-0.14125,-1.72,0.455,9
119,0.35,-0.1075,-1.835,0.4725,9
120,0.35,-0.15,-1.94,0.4875,9
121,0.35,-0.13,-1.865,0.4875,9
122,0.35,-0.14125,-1.805,0.4475,9
123,0.35,-0.1375,-1.725,0.4375,9
124,0.35,-0.1,-1.715,0.445,9
125,0.35,-0.12375,-1.695,0.445,9
126,0.35,-0.09,-1.59,0.4125,9
127,0.35,-0.0625,-1.625,0.4125,9
128,0.35,-0.11375,-1.71,0.4475,9
129,0.35,-0.145,-1.715,0.4225,9
130,0.35,-0.17125,-1.78,0.46,9
131,0.35,-0.13875,-1.74,0.4325,9
132,0.35,-0.08625,-1.615,0.4025,9
133,0.35,-0.05,-1.735,0.4375,9
134,0.35,-0.045,-1.61,0.3975,9
135,0.35,-0.03375,-1.54,0.365,9
136,0.35,-0.0225,-1.68,0.4325,9
137,0.35,-0.05625,-1.63,0.4175,9
138,0.35,-0.03625,-1.625,0.4275,9
139,0.35,-0.055,-1.71,0.4475,9
140,0.35,-0.04375,-1.74,0.445,9
141,0.35,-0.05625,-1.71,0.415,9
142,0.35,-0.02875,-1.745,0.425,9
143,0.35,-0.00625,-1.645,0.4,9
144,0.35,-0.00125,-1.755,0.4025,9
145,0.35,-0.05,-1.8,0.435,9
