sweeps,beta,magnetisation,energy,G,seed,r_correlation
0,0.5,1,-4,1,0,14
1,0.5,0.98,-3.855,0.96,0,14
2,0.5,0.955,-3.72,0.91,0,14
3,0.5,0.945,-3.64,0.895,0,14
4,0.5,0.93375,-3.61,0.87,0,14
5,0.5,0.91375,-3.485,0.835,0,14
6,0.5,0.91,-3.475,0.8225,0,14
7,0.5,0.9225,-3.53,0.8475,0,14
8,0.5,0.92375,-3.49,0.8475,0,14
9,0.5,0.92125,-3.51,0.85,0,14
10,0.5,0.92375,-3.55,0.85,0,14
11,0.5,0.9175,-3.47,0.84,0,14
12,0.5,0.90125,-3.47,0.81,0,14
13,0.5,0.89625,-3.49,0.8,0,14
14,0.5,0.915,-3.53,0.84,0,14
15,0.5,0.91625,-3.515,0.8375,0,14
16,0.5,0.93375,-3.61,0.875,0,14
17,0.5,0.9275,-3.575,0.8575,0,14
18,0.5,0.92375,-3.55,0.85,0,14
19,0.5,0.915,-3.505,0.835,0,14
20,0.5,0.9275,-3.575,0.86,0,14
21,0.5,0.94375,-3.615,0.89,0,14
22,0.5,0.9325,-3.555,0.875,0,14
23,0.5,0.925,-3.52,0.87,0,14
24,0.5,0.93,-3.55,0.865,0,14
25,0.5,0.93875,-3.635,0.88,0,14
26,0.5,0.93625,-3.57,0.8725,0,14
27,0.5,0.91875,-3.51,0.8375,0,14
28,0.5,0.925,-3.575,0.8575,0,14
29,0.5,0.91125,-3.495,0.835,0,14
30,0.5,0.91875,-3.485,0.85,0,14
31,0.5,0.9225,-3.51,0.8475,0,14
32,0.5,0.9075,-3.445,0.8325,0,14
33,0.5,0.89625,-3.395,0.81,0,14
34,0.5,0.9175,-3.475,0.8375,0,14
35,0.5,0.9225,-3.555,0.85,0,14
36,0.5,0.9325,-3.585,0.8675,0,14
37,0.5,0.90875,-3.485,0.8225,0,14
38,0.5,0.9175,-3.495,0.84,0,14
39,0.5,0.92125,-3.5,0.8475,0,14
40,0.5,0.91625,-3.51,0.8325,0,14
41,0.5,0.89875,-3.415,0.8025,0,14
42,0.5,0.92125,-3.505,0.85,0,14
43,0.5,0.90125,-3.465,0.815,0,14
44,0.5,0.91,-3.46,0.82,0,14
45,0.5,0.90375,-3.445,0.81,0,14
46,0.5,0.92375,-3.535,0.8525,0,14
47,0.5,0.9275,-3.54,0.8625,0,14
48,0.5,0.90875,-3.445,0.825,0,14
49,0.5,0.92,-3.56,0.845,0,14
50,0.5,0.91,-3.475,0.82,0,14
