sweeps,beta,magnetisation,energy,G,seed,r_correlation
0,0.5,1,-4,1,0,19
1,0.5,0.96625,-3.75,0.935,0,19
2,0.5,0.94875,-3.665,0.8975,0,19
3,0.5,0.95875,-3.705,0.92,0,19
4,0.5,0.9475,-3.635,0.9025,0,19
5,0.5,0.93,-3.54,0.8625,0,19
6,0.5,0.91875,-3.54,0.8475,0,19
7,0.5,0.9225,-3.54,0.85,0,19
8,0.5,0.93,-3.56,0.8625,0,19
9,0.5,0.9225,-3.56,0.845,0,19
10,0.5,0.925,-3.565,0.855,0,19
11,0.5,0.91,-3.51,0.82,0,19
12,0.5,0.915,-3.495,0.8375,0,19
13,0.5,0.93625,-3.59,0.8775,0,19
14,0.5,0.95,-3.65,0.9025,0,19
15,0.5,0.91625,-3.46,0.84,0,19
16,0.5,0.92625,-3.515,0.86,0,19
17,0.5,0.9275,-3.535,0.86,0,19
18,0.5,0.925,-3.525,0.855,0,19
19,0.5,0.90875,-3.48,0.8375,0,19
20,0.5,0.9325,-3.57,0.87,0,19
21,0.5,0.90875,-3.425,0.83,0,19
22,0.5,0.91,-3.47,0.8425,0,19
23,0.5,0.91375,-3.475,0.8425,0,19
24,0.5,0.93875,-3.585,0.8875,0,19
25,0.5,0.93375,-3.575,0.8725,0,19
26,0.5,0.92875,-3.55,0.8675,0,19
27,0.5,0.92875,-3.5,0.865,0,19
28,0.5,0.91625,-3.44,0.8375,0,19
29,0.5,0.92,-3.47,0.8475,0,19
30,0.5,0.9125,-3.515,0.83,0,19
31,0.5,0.9375,-3.62,0.8775,0,19
32,0.5,0.9225,-3.545,0.8525,0,19
33,0.5,0.9125,-3.475,0.83,0,19
34,0.5,0.90125,-3.45,0.8125,0,19
35,0.5,0.89375,-3.48,0.795,0,19
36,0.5,0.90375,-3.475,0.815,0,19
37,0.5,0.90875,-3.525,0.8225,0,19
38,0.5,0.91125,-3.52,0.8275,0,19
39,0.5,0.9225,-3.58,0.8525,0,19
40,0.5,0.9275,-3.575,0.855,0,19
41,0.5,0.92875,-3.565,0.8625,0,19
42,0.5,0.9375,-3.595,0.88,0,19
43,0.5,0.94375,-3.57,0.89,0,19
44,0.5,0.94625,-3.635,0.8925,0,19
45,0.5,0.94625,-3.69,0.8925,0,19
46,0.5,0.93375,-3.575,0.87,0,19
47,0.5,0.93625,-3.565,0.875,0,19
48,0.5,0.94125,-3.605,0.8825,0,19
49,0.5,0.93375,-3.575,0.87,0,19
50,0.5,0.92,-3.505,0.8425,0,19
