sweeps,beta,magnetisation,energy,G,seed,r_correlation
0,0.5,1,-4,1,0,1
1,0.5,0.96625,-3.76,0.945,0,1
2,0.5,0.9625,-3.72,0.93,0,1
3,0.5,0.965,-3.74,0.9325,0,1
4,0.5,0.9425,-3.61,0.905,0,1
5,0.5,0.925,-3.525,0.89,0,1
6,0.5,0.92625,-3.525,0.885,0,1
7,0.5,0.915,-3.53,0.8825,0,1
8,0.5,0.91625,-3.485,0.875,0,1
9,0.5,0.9125,-3.475,0.87,0,1
10,0.5,0.90625,-3.505,0.8725,0,1
11,0.5,0.9175,-3.525,0.885,0,1
12,0.5,0.92875,-3.58,0.9,0,1
13,0.5,0.9425,-3.655,0.92,0,1
14,0.5,0.9375,-3.59,0.9025,0,1
15,0.5,0.93875,-3.63,0.905,0,1
16,0.5,0.93875,-3.605,0.9075,0,1
17,0.5,0.9425,-3.625,0.9025,0,1
18,0.5,0.93625,-3.595,0.895,0,1
19,0.5,0.9375,-3.58,0.8975,0,1
20,0.5,0.93625,-3.605,0.9025,0,1
21,0.5,0.9275,-3.515,0.8825,0,1
22,0.5,0.92375,-3.525,0.8725,0,1
23,0.5,0.9025,-3.385,0.85,0,1
24,0.5,0.90125,-3.4,0.85,0,1
25,0.5,0.905,-3.415,0.855,0,1
26,0.5,0.91,-3.465,0.8625,0,1
27,0.5,0.9075,-3.41,0.8475,0,1
28,0.5,0.91,-3.48,0.865,0,1
29,0.5,0.9075,-3.455,0.8675,0,1
30,0.5,0.91875,-3.485,0.87,0,1
31,0.5,0.91125,-3.46,0.8775,0,1
32,0.5,0.89375,-3.425,0.8525,0,1
33,0.5,0.91375,-3.495,0.875,0,1
34,0.5,0.92125,-3.515,0.885,0,1
35,0.5,0.9075,-3.46,0.865,0,1
36,0.5,0.89625,-3.47,0.8725,0,1
37,0.5,0.9,-3.46,0.865,0,1
38,0.5,0.89375,-3.385,0.85,0,1
39,0.5,0.905,-3.475,0.8725,0,1
40,0.5,0.915,-3.545,0.8825,0,1
41,0.5,0.90875,-3.46,0.865,0,1
42,0.5,0.915,-3.505,0.8775,0,1
43,0.5,0.89,-3.385,0.8475,0,1
44,0.5,0.89125,-3.39,0.8525,0,1
45,0.5,0.8875,-3.375,0.8575,0,1
46,0.5,0.88875,-3.36,0.8425,0,1
47,0.5,0.90875,-3.43,0.855,0,1
48,0.5,0.91,-3.49,0.8725,0,1
49,0.5,0.92375,-3.53,0.8875,0,1
50,0.5,0.91375,-3.505,0.875,0,1
