sweeps,beta,magnetisation,energy,G,seed,r_correlation
0,0.3,1,-4,1,0,11
1,0.3,0.85,-3.02,0.7225,0,11
2,0.3,0.73375,-2.5,0.545,0,11
3,0.3,0.62875,-2.18,0.3975,0,11
4,0.3,0.56375,-2.08,0.34,0,11
5,0.3,0.4525,-1.785,0.2075,0,11
6,0.3,0.39125,-1.785,0.1325,0,11
7,0.3,0.295,-1.45,0.1,0,11
8,0.3,0.25875,-1.5,0.0175,0,11
9,0.3,0.2175,-1.54,0.0175,0,11
10,0.3,0.12875,-1.505,0.0375,0,11
11,0.3,0.115,-1.485,0.01,0,11
12,0.3,0.1125,-1.525,-0.0175,0,11
13,0.3,0.11375,-1.425,-0.0425,0,11
14,0.3,0.11125,-1.465,0.0025,0,11
15,0.3,0.0625,-1.45,-0.0275,0,11
16,0.3,0.1225,-1.235,-0.0075,0,11
17,0.3,0.08,-1.215,-0.005,0,11
18,0.3,0.03,-1.2,-0.01,0,11
19,0.3,-0.06,-1.34,-0.02,0,11
20,0.3,-0.02875,-1.35,-0.065,0,11
21,0.3,0.02,-1.48,-0.03,0,11
22,0.3,-0.01625,-1.4,-0.0225,0,11
23,0.3,0.01125,-1.42,-0.0425,0,11
24,0.3,0.00375,-1.49,-0.0425,0,11
25,0.3,0.01125,-1.395,-0.0325,0,11
26,0.3,0.02625,-1.51,-0.0275,0,11
27,0.3,-0.0025,-1.62,-0.0275,0,11
28,0.3,0.07125,-1.35,0.025,0,11
29,0.3,0.075,-1.405,0.03,0,11
30,0.3,0.0175,-1.425,0.02,0,11
31,0.3,0.0175,-1.56,0.005,0,11
32,0.3,0.0625,-1.365,-0.055,0,11
33,0.3,0.06625,-1.37,0.0075,0,11
34,0.3,0.05875,-1.495,0.01,0,11
35,0.3,0.06,-1.37,-0.005,0,11
36,0.3,0.0775,-1.21,0.005,0,11
37,0.3,0.105,-1.355,0.0225,0,11
38,0.3,0.09375,-1.415,-0.03,0,11
39,0.3,0.07875,-1.355,-0.0375,0,11
40,0.3,0.0975,-1.305,-0.035,0,11
41,0.3,0.0975,-1.335,-0.0375,0,11
42,0.3,0.03625,-1.38,-0.0225,0,11
43,0.3,0.0625,-1.325,-0.045,0,11
44,0.3,0.0525,-1.135,-0.0475,0,11
45,0.3,0.09375,-1.41,0.005,0,11
46,0.3,0.14375,-1.37,0.0125,0,11
47,0.3,0.17125,-1.435,-0.0375,0,11
48,0.3,0.1125,-1.325,-0.0275,0,11
49,0.3,0.0575,-1.34,-0.04,0,11
50,0.3,0.09,-1.465,0,0,11
