sweeps,beta,magnetisation,energy,G,seed,r_correlation
0,0.3,1,-4,1,0,2
1,0.3,0.8325,-2.9,0.6925,0,2
2,0.3,0.6675,-2.2,0.46,0,2
3,0.3,0.57875,-2.02,0.3675,0,2
4,0.3,0.44625,-1.87,0.3,0,2
5,0.3,0.425,-1.66,0.27,0,2
6,0.3,0.34,-1.75,0.2475,0,2
7,0.3,0.28625,-1.71,0.17,0,2
8,0.3,0.2325,-1.555,0.1675,0,2
9,0.3,0.27,-1.49,0.1775,0,2
10,0.3,0.21875,-1.395,0.1375,0,2
11,0.3,0.16875,-1.47,0.18,0,2
12,0.3,0.11875,-1.37,0.1225,0,2
13,0.3,0.04625,-1.415,0.145,0,2
14,0.3,0.0225,-1.505,0.2025,0,2
15,0.3,-0.0025,-1.42,0.18,0,2
16,0.3,0.00875,-1.445,0.16,0,2
17,0.3,0.0325,-1.32,0.1025,0,2
18,0.3,0.00125,-1.41,0.0925,0,2
19,0.3,0.04375,-1.445,0.155,0,2
20,0.3,0.05,-1.37,0.17,0,2
21,0.3,0.0225,-1.51,0.21,0,2
22,0.3,-0.05625,-1.56,0.2125,0,2
23,0.3,-0.075,-1.41,0.1925,0,2
24,0.3,-0.09,-1.365,0.1875,0,2
25,0.3,-0.07,-1.555,0.21,0,2
26,0.3,-0.04375,-1.505,0.1625,0,2
27,0.3,-0.04,-1.47,0.1575,0,2
28,0.3,-0.01875,-1.425,0.1575,0,2
29,0.3,-0.00125,-1.275,0.085,0,2
30,0.3,0.05125,-1.415,0.1275,0,2
31,0.3,0.05125,-1.525,0.185,0,2
32,0.3,0.04875,-1.57,0.155,0,2
33,0.3,0.0725,-1.53,0.185,0,2
34,0.3,0.0175,-1.59,0.17,0,2
35,0.3,0.0175,-1.465,0.155,0,2
36,0.3,0.07,-1.45,0.1725,0,2
37,0.3,-0.00125,-1.43,0.16,0,2
38,0.3,-0.0125,-1.48,0.185,0,2
39,0.3,-0.025,-1.455,0.1475,0,2
40,0.3,-0.0225,-1.395,0.12,0,2
41,0.3,-0.00625,-1.31,0.1025,0,2
42,0.3,0.03,-1.355,0.0975,0,2
43,0.3,0.0675,-1.275,0.0975,0,2
44,0.3,0.0625,-1.265,0.085,0,2
45,0.3,0.0975,-1.31,0.12,0,2
46,0.3,0.12375,-1.39,0.1475,0,2
47,0.3,0.14375,-1.375,0.15,0,2
48,0.3,0.1375,-1.49,0.2275,0,2
49,0.3,0.14375,-1.49,0.1775,0,2
50,0.3,0.06875,-1.41,0.145,0,2
