sweeps,beta,magnetisation,energy,G,seed,r_correlation
0,0.3,1,-4,1,0,4
1,0.3,0.85125,-3.085,0.7275,0,4
2,0.3,0.7075,-2.47,0.5025,0,4
3,0.3,0.61625,-2.07,0.38,0,4
4,0.3,0.5725,-1.955,0.3425,0,4
5,0.3,0.5225,-1.84,0.2725,0,4
6,0.3,0.4425,-1.615,0.1925,0,4
7,0.3,0.39625,-1.69,0.1375,0,4
8,0.3,0.2575,-1.31,0.075,0,4
9,0.3,0.235,-1.46,0.0975,0,4
10,0.3,0.21875,-1.38,0.1,0,4
11,0.3,0.135,-1.38,0.0425,0,4
12,0.3,0.1,-1.37,0.0625,0,4
13,0.3,0.12375,-1.295,0.0325,0,4
14,0.3,0.07875,-1.355,-0.0075,0,4
15,0.3,0.08125,-1.305,-0.0025,0,4
16,0.3,0.0075,-1.405,-0.0025,0,4
17,0.3,-0.05125,-1.48,-0.015,0,4
18,0.3,-0.05125,-1.45,-0.025,0,4
19,0.3,-0.035,-1.445,0.0125,0,4
20,0.3,-0.07125,-1.44,0.0575,0,4
21,0.3,-0.11875,-1.525,-0.0075,0,4
22,0.3,-0.12375,-1.43,-0.01,0,4
23,0.3,-0.125,-1.29,-0.0025,0,4
24,0.3,-0.105,-1.225,0.05,0,4
25,0.3,-0.0475,-1.355,-0.0175,0,4
26,0.3,-0.0625,-1.32,-0.015,0,4
27,0.3,-0.0725,-1.39,0.045,0,4
28,0.3,-0.075,-1.495,0.03,0,4
29,0.3,-0.0825,-1.61,-0.015,0,4
30,0.3,-0.04,-1.5,0.0025,0,4
31,0.3,0.0425,-1.285,-0.1,0,4
32,0.3,0.0575,-1.395,-0.0625,0,4
33,0.3,0.10375,-1.39,0.0325,0,4
34,0.3,0.06125,-1.475,0.0325,0,4
35,0.3,0.0675,-1.555,0.0725,0,4
36,0.3,0.0725,-1.5,0.025,0,4
37,0.3,0.0375,-1.425,0.0475,0,4
38,0.3,0.005,-1.395,0.0775,0,4
39,0.3,0,-1.39,0.05,0,4
40,0.3,0.03875,-1.35,0.02,0,4
41,0.3,0.07375,-1.52,-0.015,0,4
42,0.3,0.05875,-1.505,-0.035,0,4
43,0.3,0.03125,-1.505,-0.0175,0,4
44,0.3,-0.005,-1.395,0.0125,0,4
45,0.3,-0.02,-1.25,0.0275,0,4
46,0.3,0.01375,-1.24,0.015,0,4
47,0.3,-0.00375,-1.315,-0.005,0,4
48,0.3,-0.0125,-1.31,-0.0325,0,4
49,0.3,-0.0425,-1.42,0.035,0,4
50,0.3,-0.08,-1.53,0.0175,0,4
