sweeps,beta,magnetisation,seed
0,0.25,1,63
1,0.25,0.75,63
2,0.25,0.57625,63
3,0.25,0.48875,63
4,0.25,0.38375,63
5,0.25,0.235,63
6,0.25,0.22,63
7,0.25,0.15625,63
8,0.25,0.1975,63
9,0.25,0.18125,63
10,0.25,0.15875,63
11,0.25,0.07625,63
12,0.25,0.09625,63
13,0.25,0.10375,63
14,0.25,0.07625,63
15,0.25,0.115,63
16,0.25,0.0625,63
17,0.25,0.0425,63
18,0.25,0.07625,63
19,0.25,0.10875,63
20,0.25,0.13625,63
