sweeps,beta,magnetisation,seed
0,0.25,1,23
1,0.25,0.75,23
2,0.25,0.575,23
3,0.25,0.49875,23
4,0.25,0.375,23
5,0.25,0.29625,23
6,0.25,0.2275,23
7,0.25,0.2275,23
8,0.25,0.21875,23
9,0.25,0.1525,23
10,0.25,0.0875,23
11,0.25,0.075,23
12,0.25,0.04125,23
13,0.25,0.03125,23
14,0.25,0.01,23
15,0.25,0.0325,23
16,0.25,0.02875,23
17,0.25,-0.01125,23
18,0.25,0.02375,23
19,0.25,0.04625,23
20,0.25,0.06875,23
