sweeps,beta,magnetisation,seed
0,0.25,-1,14
1,0.25,-0.80125,14
2,0.25,-0.585,14
3,0.25,-0.45,14
4,0.25,-0.335,14
5,0.25,-0.25375,14
6,0.25,-0.2025,14
7,0.25,-0.21125,14
8,0.25,-0.17,14
9,0.25,-0.1375,14
10,0.25,-0.1075,14
