sweeps,beta,magnetisation,energy,seed
0,0.25,1,10
1,0.25,0.7475,10
2,0.25,0.5375,10
3,0.25,0.4025,10
4,0.25,0.25875,10
5,0.25,0.1625,10
6,0.25,0.1175,10
7,0.25,0.1275,10
8,0.25,0.10375,10
9,0.25,0.0975,10
