sweeps,beta,magnetisation,seed
0,0.25,-1,39
1,0.25,-0.81625,39
2,0.25,-0.62125,39
3,0.25,-0.49,39
4,0.25,-0.34375,39
5,0.25,-0.26375,39
6,0.25,-0.2575,39
7,0.25,-0.2525,39
8,0.25,-0.2775,39
9,0.25,-0.215,39
10,0.25,-0.19375,39
