sweeps,beta,magnetisation,seed
0,0.25,1,61
1,0.25,0.81,61
2,0.25,0.58875,61
3,0.25,0.395,61
4,0.25,0.33375,61
5,0.25,0.2225,61
6,0.25,0.11375,61
7,0.25,0.0075,61
8,0.25,0.0075,61
9,0.25,-0.055,61
10,0.25,0.0125,61
11,0.25,-0.00125,61
12,0.25,-0.02375,61
13,0.25,-0.01125,61
14,0.25,-0.02625,61
15,0.25,-0.0275,61
16,0.25,0.01875,61
17,0.25,-0.015,61
18,0.25,-0.05,61
19,0.25,0.005,61
20,0.25,-0.0325,61
