sweeps,beta,magnetisation,seed
0,0.25,1,30
1,0.25,0.75875,30
2,0.25,0.5475,30
3,0.25,0.4425,30
4,0.25,0.33625,30
5,0.25,0.2675,30
6,0.25,0.21625,30
7,0.25,0.1575,30
8,0.25,0.1475,30
9,0.25,0.14125,30
10,0.25,0.07125,30
11,0.25,0.0525,30
12,0.25,0.0375,30
13,0.25,0.0675,30
14,0.25,0.0775,30
15,0.25,0.0925,30
16,0.25,0.105,30
17,0.25,0.07,30
18,0.25,0.0925,30
19,0.25,0.0525,30
20,0.25,0.06875,30
