sweeps,beta,magnetisation,seed
0,0.25,1,50
1,0.25,0.7225,50
2,0.25,0.535,50
3,0.25,0.4425,50
4,0.25,0.34,50
5,0.25,0.2075,50
6,0.25,0.1575,50
7,0.25,0.12375,50
8,0.25,0.12125,50
9,0.25,0.06125,50
10,0.25,0.09375,50
11,0.25,0.06375,50
12,0.25,0.0225,50
13,0.25,-0.00375,50
14,0.25,-0.0425,50
15,0.25,0.0175,50
16,0.25,-0.01125,50
17,0.25,-0.0375,50
18,0.25,-0.03125,50
19,0.25,-0.0125,50
20,0.25,-0.03625,50
