sweeps,beta,magnetisation,seed
0,0.25,-1,6
1,0.25,-0.745,6
2,0.25,-0.56625,6
3,0.25,-0.44875,6
4,0.25,-0.3475,6
5,0.25,-0.31125,6
6,0.25,-0.27375,6
7,0.25,-0.24625,6
8,0.25,-0.16125,6
9,0.25,-0.06375,6
10,0.25,-0.1,6
