sweeps,beta,magnetisation,seed
0,0.25,1,67
1,0.25,0.75125,67
2,0.25,0.55625,67
3,0.25,0.435,67
4,0.25,0.2725,67
5,0.25,0.27375,67
6,0.25,0.11375,67
7,0.25,0.08625,67
8,0.25,0.0475,67
9,0.25,-0.02125,67
10,0.25,-0.02875,67
11,0.25,-0.03875,67
12,0.25,0.02125,67
13,0.25,-0.00625,67
14,0.25,0.01875,67
15,0.25,0.03,67
16,0.25,-0.0125,67
17,0.25,-0.00125,67
18,0.25,-0.04,67
19,0.25,-0.01875,67
20,0.25,0.015,67
