sweeps,beta,magnetisation,seed
0,0.25,1,1
1,0.25,0.73,1
2,0.25,0.5225,1
3,0.25,0.41125,1
4,0.25,0.3325,1
5,0.25,0.28125,1
6,0.25,0.1875,1
7,0.25,0.13,1
8,0.25,0.19125,1
9,0.25,0.13625,1
10,0.25,0.10875,1
11,0.25,0.07375,1
12,0.25,0.0725,1
13,0.25,0.01125,1
14,0.25,0.015,1
15,0.25,-0.0275,1
16,0.25,0.02125,1
17,0.25,0.045,1
18,0.25,0.0525,1
19,0.25,0.04,1
20,0.25,0.09,1
