sweeps,beta,magnetisation,seed
0,0.25,-1,31
1,0.25,-0.775,31
2,0.25,-0.59,31
3,0.25,-0.43,31
4,0.25,-0.30125,31
5,0.25,-0.21875,31
6,0.25,-0.19875,31
7,0.25,-0.14,31
8,0.25,-0.0775,31
9,0.25,-0.0425,31
10,0.25,-0.01125,31
