sweeps,beta,magnetisation,seed
0,0.25,1,66
1,0.25,0.76125,66
2,0.25,0.53875,66
3,0.25,0.4125,66
4,0.25,0.34375,66
5,0.25,0.25,66
6,0.25,0.18375,66
7,0.25,0.11875,66
8,0.25,0.0025,66
9,0.25,0.03875,66
10,0.25,0.06875,66
11,0.25,-0.02375,66
12,0.25,0.01,66
13,0.25,-0.04625,66
14,0.25,-0.07625,66
15,0.25,-0.0475,66
16,0.25,-0.0025,66
17,0.25,-0.01375,66
18,0.25,-0.01375,66
19,0.25,-0.01875,66
20,0.25,-0.0025,66
