sweeps,beta,magnetisation,seed
0,0.25,-1,40
1,0.25,-0.72375,40
2,0.25,-0.5375,40
3,0.25,-0.465,40
4,0.25,-0.3575,40
5,0.25,-0.22625,40
6,0.25,-0.11625,40
7,0.25,-0.0375,40
8,0.25,-0.00625,40
9,0.25,-0.0125,40
10,0.25,0.0275,40
