sweeps,beta,magnetisation,seed
0,0.25,1,37
1,0.25,0.78125,37
2,0.25,0.585,37
3,0.25,0.49125,37
4,0.25,0.3975,37
5,0.25,0.29625,37
6,0.25,0.2725,37
7,0.25,0.1625,37
8,0.25,0.1075,37
9,0.25,0.1325,37
10,0.25,0.06125,37
11,0.25,-0.0025,37
12,0.25,0.04875,37
13,0.25,-0.0575,37
14,0.25,-0.09125,37
15,0.25,-0.0325,37
16,0.25,-0.04875,37
17,0.25,-0.03625,37
18,0.25,0.01,37
19,0.25,-0.0275,37
20,0.25,0.04625,37
