sweeps,beta,magnetisation,seed
0,0.25,1,95
1,0.25,0.7625,95
2,0.25,0.5825,95
3,0.25,0.4425,95
4,0.25,0.32375,95
5,0.25,0.2525,95
6,0.25,0.12125,95
7,0.25,0.1125,95
8,0.25,0.1225,95
9,0.25,0.0625,95
10,0.25,0.0725,95
11,0.25,0.035,95
12,0.25,0.02125,95
13,0.25,0.0625,95
14,0.25,0.03375,95
15,0.25,0.0225,95
16,0.25,-0.03,95
17,0.25,-0.005,95
18,0.25,-0.0475,95
19,0.25,-0.04375,95
20,0.25,-0.035,95
