sweeps,beta,magnetisation,seed
0,0.25,1,60
1,0.25,0.7275,60
2,0.25,0.5875,60
3,0.25,0.445,60
4,0.25,0.36375,60
5,0.25,0.24375,60
6,0.25,0.2225,60
7,0.25,0.1375,60
8,0.25,0.115,60
9,0.25,0.1125,60
10,0.25,0.0975,60
11,0.25,0.125,60
12,0.25,0.17,60
13,0.25,0.1725,60
14,0.25,0.0975,60
15,0.25,0.03125,60
16,0.25,0.03125,60
17,0.25,0.005,60
18,0.25,0.0075,60
19,0.25,0.01625,60
20,0.25,0.01625,60
