sweeps,beta,magnetisation,seed
0,0.25,1,33
1,0.25,0.77375,33
2,0.25,0.55,33
3,0.25,0.4175,33
4,0.25,0.2725,33
5,0.25,0.26125,33
6,0.25,0.19875,33
7,0.25,0.1525,33
8,0.25,0.1225,33
9,0.25,0.0925,33
10,0.25,0.1275,33
11,0.25,0.115,33
12,0.25,0.0975,33
13,0.25,0.0325,33
14,0.25,0.045,33
15,0.25,0.05875,33
16,0.25,0.01375,33
17,0.25,-0.0675,33
