sweeps,beta,magnetisation,seed
0,0.25,-1,71
1,0.25,-0.7875,71
2,0.25,-0.5775,71
3,0.25,-0.435,71
4,0.25,-0.35,71
5,0.25,-0.3,71
6,0.25,-0.23,71
7,0.25,-0.21375,71
8,0.25,-0.17625,71
9,0.25,-0.10625,71
10,0.25,-0.13125,71
