sweeps,beta,magnetisation,seed
0,0.25,1,65
1,0.25,0.74875,65
2,0.25,0.5525,65
3,0.25,0.41875,65
4,0.25,0.30625,65
5,0.25,0.235,65
6,0.25,0.17875,65
7,0.25,0.13625,65
8,0.25,0.06625,65
9,0.25,0.09375,65
10,0.25,0.07,65
11,0.25,0.06,65
12,0.25,0.055,65
13,0.25,0.0975,65
14,0.25,0.06125,65
15,0.25,0.055,65
16,0.25,0.01125,65
17,0.25,-0.0075,65
18,0.25,0.02875,65
19,0.25,-0.025,65
20,0.25,0.02375,65
