sweeps,beta,magnetisation,seed
0,0.25,-1,47
1,0.25,-0.695,47
2,0.25,-0.52625,47
3,0.25,-0.42125,47
4,0.25,-0.32125,47
5,0.25,-0.21875,47
6,0.25,-0.1975,47
7,0.25,-0.1575,47
8,0.25,-0.14625,47
9,0.25,-0.08625,47
10,0.25,-0.06875,47
