sweeps,beta,magnetisation,seed
0,0.25,1,90
1,0.25,0.76125,90
2,0.25,0.55625,90
3,0.25,0.39375,90
4,0.25,0.27125,90
5,0.25,0.1925,90
6,0.25,0.145,90
7,0.25,0.1725,90
8,0.25,0.115,90
9,0.25,0.13,90
10,0.25,0.0925,90
11,0.25,0.09375,90
12,0.25,0.09,90
13,0.25,0.085,90
14,0.25,0.04875,90
15,0.25,0.09125,90
16,0.25,0.09875,90
17,0.25,0.07625,90
18,0.25,0.12875,90
19,0.25,0.11125,90
20,0.25,0.1,90
