sweeps,beta,magnetisation,seed
0,0.25,1,97
1,0.25,0.73375,97
2,0.25,0.51125,97
3,0.25,0.4025,97
4,0.25,0.31125,97
5,0.25,0.21125,97
6,0.25,0.12875,97
7,0.25,0.04875,97
8,0.25,0.0175,97
9,0.25,-0.0325,97
10,0.25,-0.0075,97
11,0.25,0.04625,97
12,0.25,-0.0075,97
13,0.25,-0.0175,97
14,0.25,-0.03125,97
15,0.25,0.025,97
16,0.25,0.05875,97
17,0.25,0.065,97
18,0.25,0.06375,97
19,0.25,-0.005,97
20,0.25,-0.03625,97
