sweeps,beta,magnetisation,seed
0,0.25,1,87
1,0.25,0.73875,87
2,0.25,0.58875,87
3,0.25,0.41875,87
4,0.25,0.2525,87
5,0.25,0.17375,87
6,0.25,0.13,87
7,0.25,0.0575,87
8,0.25,0.05875,87
9,0.25,0.07875,87
10,0.25,0.1075,87
11,0.25,0.07375,87
12,0.25,0.0925,87
13,0.25,0.04125,87
14,0.25,-0.0775,87
15,0.25,-0.0275,87
16,0.25,0.02125,87
17,0.25,0.0175,87
18,0.25,0.0275,87
19,0.25,0.02875,87
20,0.25,-0.03625,87
