sweeps,beta,magnetisation,seed
0,0.25,1,74
1,0.25,0.79625,74
2,0.25,0.55875,74
3,0.25,0.43,74
4,0.25,0.365,74
5,0.25,0.28125,74
6,0.25,0.2225,74
7,0.25,0.2025,74
8,0.25,0.17375,74
9,0.25,0.115,74
10,0.25,0.105,74
11,0.25,0.05875,74
12,0.25,0.03125,74
13,0.25,-0.0475,74
14,0.25,-0.05125,74
15,0.25,-0.10625,74
16,0.25,-0.1225,74
17,0.25,-0.05875,74
18,0.25,-0.0275,74
19,0.25,-0.04,74
20,0.25,0.0175,74
