sweeps,beta,magnetisation,seed
0,0.25,1,69
1,0.25,0.77,69
2,0.25,0.58625,69
3,0.25,0.42,69
4,0.25,0.33375,69
5,0.25,0.27875,69
6,0.25,0.22875,69
7,0.25,0.15375,69
8,0.25,0.0975,69
9,0.25,0.0625,69
10,0.25,0.0575,69
11,0.25,-0.015,69
12,0.25,0.03,69
13,0.25,-0.01,69
14,0.25,-0.0075,69
15,0.25,-0.01625,69
16,0.25,0.0225,69
17,0.25,0.04,69
18,0.25,0.06125,69
19,0.25,0.02875,69
20,0.25,-0.0225,69
