sweeps,beta,magnetisation,seed
0,0.25,-1,42
1,0.25,-0.7525,42
2,0.25,-0.58375,42
3,0.25,-0.48875,42
4,0.25,-0.3775,42
5,0.25,-0.35125,42
6,0.25,-0.22125,42
7,0.25,-0.18125,42
8,0.25,-0.16125,42
9,0.25,-0.1,42
10,0.25,-0.07875,42
