sweeps,beta,magnetisation,seed
0,0.25,1,86
1,0.25,0.74625,86
2,0.25,0.55625,86
3,0.25,0.44125,86
4,0.25,0.275,86
5,0.25,0.19,86
6,0.25,0.1075,86
7,0.25,0.07625,86
8,0.25,0.00875,86
9,0.25,-0.03125,86
10,0.25,-0.00875,86
11,0.25,-0.04875,86
12,0.25,-0.05625,86
13,0.25,-0.045,86
14,0.25,0.00375,86
15,0.25,-0.035,86
16,0.25,-0.0475,86
17,0.25,-0.05875,86
18,0.25,-0.06625,86
19,0.25,-0.07625,86
20,0.25,-0.12125,86
