sweeps,beta,magnetisation,seed
0,0.25,1,72
1,0.25,0.72875,72
2,0.25,0.54875,72
3,0.25,0.4375,72
4,0.25,0.25125,72
5,0.25,0.215,72
6,0.25,0.16375,72
7,0.25,0.19875,72
8,0.25,0.2125,72
9,0.25,0.17125,72
10,0.25,0.17625,72
11,0.25,0.11125,72
12,0.25,0.08625,72
13,0.25,0.05625,72
14,0.25,0.05875,72
15,0.25,0,72
16,0.25,-0.0125,72
17,0.25,-0.0625,72
18,0.25,-0.07625,72
19,0.25,-0.1,72
20,0.25,-0.11,72
