sweeps,beta,magnetisation,seed
0,0.25,1,64
1,0.25,0.75125,64
2,0.25,0.5325,64
3,0.25,0.4575,64
4,0.25,0.37375,64
5,0.25,0.3375,64
6,0.25,0.265,64
7,0.25,0.22375,64
8,0.25,0.17125,64
9,0.25,0.1025,64
10,0.25,0.0975,64
11,0.25,0.09125,64
12,0.25,0.07,64
13,0.25,0.0475,64
14,0.25,0.065,64
15,0.25,0.045,64
16,0.25,-0.0025,64
17,0.25,0.03875,64
18,0.25,0.01125,64
19,0.25,0.035,64
20,0.25,0.0275,64
