sweeps,beta,magnetisation,seed
0,0.25,-1,9
1,0.25,-0.7525,9
2,0.25,-0.56,9
3,0.25,-0.42375,9
4,0.25,-0.31875,9
5,0.25,-0.24625,9
6,0.25,-0.22625,9
7,0.25,-0.18,9
8,0.25,-0.15,9
9,0.25,-0.11,9
10,0.25,-0.07,9
