sweeps,beta,magnetisation,seed
0,0.25,-1,70
1,0.25,-0.79375,70
2,0.25,-0.59875,70
3,0.25,-0.42875,70
4,0.25,-0.35625,70
5,0.25,-0.26375,70
6,0.25,-0.1775,70
7,0.25,-0.1225,70
8,0.25,-0.10375,70
9,0.25,-0.03625,70
10,0.25,-0.065,70
