sweeps,beta,magnetisation,seed
0,0.25,1,24
1,0.25,0.7525,24
2,0.25,0.5275,24
3,0.25,0.38,24
4,0.25,0.2225,24
5,0.25,0.185,24
6,0.25,0.0925,24
7,0.25,0.00625,24
8,0.25,0.01375,24
9,0.25,-0.0025,24
10,0.25,0.00125,24
11,0.25,-0.04875,24
12,0.25,-0.04125,24
13,0.25,0.00875,24
14,0.25,-0.0275,24
15,0.25,-0.06875,24
16,0.25,-0.03375,24
17,0.25,0.03375,24
18,0.25,0.03375,24
19,0.25,0.0275,24
20,0.25,0.05125,24
