sweeps,beta,magnetisation,seed
0,0.25,-1,48
1,0.25,-0.7775,48
2,0.25,-0.555,48
3,0.25,-0.39625,48
4,0.25,-0.27875,48
5,0.25,-0.2325,48
6,0.25,-0.16375,48
7,0.25,-0.08625,48
8,0.25,0.01125,48
9,0.25,0.00875,48
10,0.25,0.00625,48
