sweeps,beta,magnetisation,seed
0,0.25,1,29
1,0.25,0.73625,29
2,0.25,0.535,29
3,0.25,0.3625,29
4,0.25,0.26875,29
5,0.25,0.21875,29
6,0.25,0.16625,29
7,0.25,0.13,29
8,0.25,0.05625,29
9,0.25,0.05375,29
10,0.25,0.00375,29
11,0.25,0.0175,29
12,0.25,0.02,29
13,0.25,0.0325,29
14,0.25,0.01375,29
15,0.25,0.0125,29
16,0.25,-0.03,29
17,0.25,-0.0475,29
18,0.25,-0.07125,29
19,0.25,-0.0225,29
20,0.25,-0.02375,29
